normalized_part_number,bucket,member_count,distinct_real_canonical_ids,canonical_ids,skus
1703383MLS,multiple_real,2,2,140618|94154,WPS-681-4386|09340946
1863448A/B,multiple_real,2,2,140629|99508,WPS-681-4466|DS174370
101561,multiple_real,2,2,115159|148992,PS01561|VT-24-1561
18432,multiple_real,2,2,134904|154058,WPS-865-01427|VT-32-8432
105410,multiple_real,2,2,136398|123800,WPS-812-52317|04040623
78819,multiple_real,2,2,144299|144298,VT-15-0064|VT-15-0063
11062,multiple_real,2,2,130271|158919,WPS-820-51251|VT-38-0990
3143384A,multiple_real,2,2,140695|175630,WPS-681-4627|VT-37-8931
77446,multiple_real,2,2,144322|145265,VT-15-7446|VT-16-1262
11191,multiple_real,2,2,140731|167437,WPS-681-4686|VT-14-0913
291312,multiple_real,2,2,130483|169953,WPS-820-54202|VT-21-2065
6352957,multiple_real,2,2,140772|167235,WPS-681-4871|VT-14-0147
1702691MLS,multiple_real,3,3,140844|144546|91181,WPS-681-5212|VT-15-1367|09341586
NU9001,multiple_real,2,2,155906|125670,VT-34-0906|DS289509
060173,multiple_real,2,2,140994|170111,WPS-70-6173|VT-23-0305
060174,multiple_real,2,2,140995|170115,WPS-70-6174|VT-23-0310
060175,multiple_real,2,2,140996|170117,WPS-70-6175|VT-23-0312
JGI3491706F,multiple_real,2,2,94155|168113,09341190|VT-15-1258
080008,multiple_real,2,2,127924|168560,WPS-57-8008|VT-16-0992
F510642M,multiple_real,2,2,141041|97743,WPS-820-0393|20400584
A3536352,multiple_real,2,2,104799|168986,DS194326|VT-17-1129
NU3403,multiple_real,2,2,94682|174175,DS289500|VT-34-0900
JGI6056765B,multiple_real,2,2,105232|167836,DS174305|VT-15-0700
94165,multiple_real,2,2,146657|148912,VT-19-4165|VT-24-1354
78279,multiple_real,2,2,159533|144807,VT-40-0055|VT-15-8279
71102,multiple_real,2,2,102871|157348,10103295|VT-35-7112
770037,multiple_real,2,2,141132|178160,WPS-820-2603|VT-50-1001
B350221,multiple_real,2,2,141134|110917,WPS-820-2628|16110032
T030154,multiple_real,2,2,91840|175917,07110245|VT-40-0924
JGI2524499K,multiple_real,2,2,120845|168175,DS173229|VT-15-1461
PH125HD04C,multiple_real,2,2,173340|153177,VT-32-5116|VT-32-1151
351565,multiple_real,2,2,141182|178034,WPS-820-52353|VT-50-0278
JGI2522593X,multiple_real,2,2,167845|92231,VT-15-0722|DS174202
77322,multiple_real,2,2,165648|149835,VT-15-7322|VT-26-0115
H1200,multiple_real,2,2,141227|173451,WPS-820-60114|VT-32-7534
H1200C,multiple_real,2,2,141228|173464,WPS-820-60115|VT-32-7562
NA14802880,multiple_real,3,2,101540|173575,21200424|WPS-850-08159|VT-32-9033
H1075,multiple_real,2,2,141239|172992,WPS-820-60128|VT-32-0615
H4607,multiple_real,2,2,141244|173102,WPS-820-60134|VT-32-0981
H2386,multiple_real,2,2,141250|173468,WPS-820-60144|VT-32-7570
H0482,multiple_real,2,2,141251|172961,WPS-820-60146|VT-32-0620
H0478,multiple_real,2,2,141253|172993,WPS-820-60148|VT-32-0617
H614,multiple_real,2,2,141255|153042,WPS-820-60150|VT-32-0619
20276,multiple_real,2,2,149244|144061,VT-25-0134|VT-12-9969
14274,multiple_real,2,2,141265|172216,WPS-865-01002|VT-30-0487
19139,multiple_real,2,2,141277|170175,WPS-865-01208|VT-23-0431
JGI1863448F,multiple_real,2,2,105215|168161,09343433|VT-15-1439
19140,multiple_real,2,2,141278|148502,WPS-865-01209|VT-23-9242
21462,multiple_real,3,3,141285|148150|91806,WPS-830-1104|VT-23-1462|20053001
98185,multiple_real,2,2,141290|97048,WPS-830-1117|DS189702
06041,multiple_real,2,2,141310|95353,WPS-820-51289|23300024
85124,multiple_real,2,2,141321|173502,WPS-820-50830|VT-32-7782
JGI3515152A,multiple_real,2,2,167368|92440,VT-14-0635|DS194415
A1745073,multiple_real,2,2,166877|94011,VT-12-2122|09270013
76693,multiple_real,2,2,123293|168124,08010740|VT-15-1329
42816,multiple_real,2,2,141344|170231,WPS-820-32005|VT-23-0580
42844,multiple_real,2,2,141348|170260,WPS-820-32009|VT-23-0634
BDLSPC13324,multiple_real,2,2,97632|169757,12040092|VT-20-4023
080526,multiple_real,2,2,178099|128018,VT-50-0801|WPS-57-8526
26533,multiple_real,2,2,141358|143670,WPS-820-58015|VT-11-9506
39898,multiple_real,2,2,141361|179263,WPS-820-58020|VT-10-1211
77418,multiple_real,2,2,150381|144688,VT-27-0863|VT-15-7418
111130,multiple_real,2,2,149130|101778,VT-24-2056|DS222056
NM334810301,multiple_real,3,2,91994|173691,21200323|WPS-850-08320|VT-32-9682
18420,multiple_real,2,2,141430|153334,WPS-865-01090|VT-32-1443
18427,multiple_real,2,2,141436|154055,WPS-865-01096|VT-32-8427
30100,multiple_real,2,2,141438|174438,WPS-865-01290|VT-35-0715
170129,multiple_real,2,2,167216|92415,VT-14-0125|DS194202
STAMPPINS,multiple_real,3,2,101563|173655,WPS-850-08000|21200037|VT-32-9600
202331C,multiple_real,2,2,99744|142775,09260703|VT-11-1040
DR2B,multiple_real,3,2,94597|173660,WPS-850-08005|VT-32-9605|21200040
2022500,multiple_real,2,2,143255|99707,VT-11-2339|09263315
DR12B,multiple_real,3,2,101565|173671,WPS-850-08015|VT-32-9615|21200050
DP6B,multiple_real,3,2,91984|173679,WPS-850-08023|21200058|VT-32-9623
MDR2B,multiple_real,3,2,92001|173371,WPS-850-08040|VT-32-6519|21200390
MDR4B,multiple_real,3,2,92003|173372,WPS-850-08042|21200391|VT-32-6520
MDR12B,multiple_real,3,2,92004|173374,WPS-850-08045|VT-32-6522|21200394
MDP8B,multiple_real,3,2,94549|173377,WPS-850-08050|21200398|VT-32-6525
NA1736311,multiple_real,3,2,91988|173088,WPS-850-08100|VT-32-0936|21200193
13105,multiple_real,2,2,130299|176478,WPS-820-51451|VT-42-0499
NA1740572,multiple_real,3,2,91992|173387,WPS-850-08120|21200402|VT-32-6542
NA1738502,multiple_real,2,2,141515|173367,WPS-850-08113|VT-32-6512
C770099GB,multiple_real,2,2,175412|93336,VT-37-1157|15100317
NA14803180,multiple_real,3,2,94614|173599,WPS-850-08145|VT-32-9094|21200410
NA14804240,multiple_real,3,2,92007|173393,WPS-850-08147|21200412|VT-32-6549
NA14802700,multiple_real,3,2,101602|173532,WPS-850-08148|21200413|VT-32-8035
24570,multiple_real,2,2,178674|175675,VT-73-0042|VT-37-9055
NA14802830,multiple_real,3,2,92014|173395,WPS-850-08149|VT-32-6551|21200414
NA14802870,multiple_real,3,2,94551|173576,WPS-850-08151|VT-32-9034|21200416
NA14803050,multiple_real,3,2,92015|173392,WPS-850-08154|21200419|VT-32-6548
NA14804260,multiple_real,3,2,94552|173394,WPS-850-08155|VT-32-6550|21200420
NA14803400,multiple_real,3,2,94580|173531,WPS-850-08156|21200421|VT-32-8034
NA14803450,multiple_real,3,2,101571|173396,WPS-850-08157|21200422|VT-32-6552
NA2820801,multiple_real,2,2,141543|173709,WPS-850-08161|VT-32-9702
20271,multiple_real,2,2,171227|174232,VT-25-0183|VT-34-1512
JGI1702691,multiple_real,2,2,94157|167873,20111001|VT-15-0818
2M4941010,multiple_real,3,3,142986|142927|137299,VT-11-1415|VT-11-1356|WPS-865-2051
NM330001002,multiple_real,3,2,91997|173706,WPS-850-08300|VT-32-9700|21200342
NM334710301,multiple_real,3,2,98838|173684,WPS-850-08304|VT-32-9673|21200314
NM334821201,multiple_real,3,2,98854|173702,21200336|WPS-850-08329|VT-32-9695
NM334721202,multiple_real,3,2,94577|173699,WPS-850-08315|VT-32-9692|21200333
77816,multiple_real,2,2,148485|168405,VT-23-9160|VT-15-8716
NM334721601,multiple_real,3,2,91986|173689,WPS-850-08316|VT-32-9680|21200321
78407,multiple_real,2,2,153364|168319,VT-32-1483|VT-15-8407
NM334810302,multiple_real,3,2,91995|173701,WPS-850-08321|VT-32-9694|21200335
NM334823601,multiple_real,3,2,101577|173697,WPS-850-08326|VT-32-9690|21200331
NM334820801,multiple_real,3,2,94584|173693,WPS-850-08327|21200327|VT-32-9686
NM334821202,multiple_real,3,2,94575|173695,WPS-850-08330|VT-32-9688|21200329
NM334821601,multiple_real,3,2,94576|173696,WPS-850-08331|VT-32-9689|21200330
20000,multiple_real,2,2,178396|172444,VT-51-0299|VT-31-0442
NM334821602,multiple_real,3,2,94609|173704,WPS-850-08332|VT-32-9698|21200339
NM343450001,multiple_real,3,2,91996|173705,WPS-850-08333|21200340|VT-32-9699
NM314032100,multiple_real,2,2,141599|94589,WPS-850-08334|21200617
NFATO10,multiple_real,3,2,92048|173400,WPS-850-08417|VT-32-6564|21300086
NFATO15,multiple_real,3,2,92046|173401,WPS-850-08418|21300087|VT-32-6565
70910B,multiple_real,2,2,163150|163152,VT-50-0065|VT-50-0067
5502,multiple_real,2,2,145202|151892,VT-16-1030|VT-30-3010
6938009BHP,multiple_real,2,2,172304|172308,VT-31-0013|VT-31-0022
NHD3243500,multiple_real,3,2,92010|173308,WPS-850-08772|VT-32-2224|21200594
NHD3243501,multiple_real,3,2,92012|173309,WPS-850-08773|VT-32-2225|21200595
NHD7015399,multiple_real,3,2,123522|173209,WPS-850-08775|21201018|VT-32-1616
NHD69200533,multiple_real,3,2,94607|173337,WPS-850-08777|21200654|VT-32-5065
20267,multiple_real,2,2,141677|149252,VT-10-0137|VT-25-0143
26529,multiple_real,2,2,141678|111949,VT-10-0138|18610709
86269,multiple_real,2,2,141679|141676,VT-10-0144|VT-10-0156
2460058B,multiple_real,2,2,141698|92498,VT-10-0250|DS197067
350,multiple_real,3,3,149672|173319|103797,VT-25-2202|VT-32-3500|17420105
2021400,multiple_real,2,2,144141|121015,VT-13-2131|09263000
1810,multiple_real,2,2,141747|120610,VT-10-0571|09290023
24591,multiple_real,2,2,141779|99250,VT-10-0642|DS194271
3200352,multiple_real,2,2,141840|125094,VT-10-0846|09220121
2058,multiple_real,2,2,158436|98969,VT-37-8964|09250752
4431,multiple_real,2,2,150320|94406,VT-27-0729|06510406
A6506B,multiple_real,2,2,141932|92120,VT-10-1149|09220110
3022,multiple_real,2,2,150632|150684,VT-27-1761|VT-27-1984
JGI3523039DL,multiple_real,2,2,167370|92296,VT-14-0637|DS174538
78116,multiple_real,2,2,179352|123308,VT-10-8179|08200016
78445,multiple_real,2,2,168344|170591,VT-15-8445|VT-23-2307
JGI1677984X,multiple_real,2,2,144464|91190,VT-15-1252|09340949
77845,multiple_real,2,2,176142|168273,VT-39-0704|VT-15-7845
JGI3259170,multiple_real,2,2,92234|167999,DS174240|VT-15-1032
77968,multiple_real,2,2,144780|178277,VT-15-7968|VT-50-1513
77948,multiple_real,2,2,144761|178246,VT-15-7948|VT-50-1197
78459,multiple_real,2,2,168353|151003,VT-15-8459|VT-28-0984
5020001077,multiple_real,2,2,116189|146308,DS223742|VT-18-8306
3100232,multiple_real,2,2,142373|102603,VT-10-8799|09010188
6127010,multiple_real,2,2,142461|132808,VT-11-0186|WPS-865-02022
76292,multiple_real,2,2,165391|123275,VT-7824-12T|08010986
200390,multiple_real,2,2,104051|142644,24010078|VT-11-0743
A25319SET,multiple_real,2,2,143956|94994,VT-12-1530|DS194160
202021,multiple_real,2,2,142709|126411,VT-11-0951|WPS-191-57042
202321,multiple_real,2,2,142766|99632,VT-11-1025|09260700
202321C,multiple_real,2,2,142772|109294,VT-11-1035|09260702
2020691,multiple_real,3,3,142782|126369|121033,VT-11-1055|WPS-191-57010|09262007
2020692,multiple_real,3,3,142783|126425|121034,VT-11-1056|WPS-191-57050|09262009
2020692C,multiple_real,3,3,142789|126426|121083,VT-11-1062|WPS-191-57050C|09262010
202020,multiple_real,2,2,142826|126409,VT-11-1164|WPS-191-57041
202030,multiple_real,2,2,142827|126377,VT-11-1165|WPS-191-57017
PS1250,multiple_real,2,2,146549|146535,VT-19-0600|VT-19-0571
H070593S,multiple_real,2,2,119165|150003,06102323|VT-26-1052
120417A,multiple_real,2,2,118640|154652,20100781|VT-33-0935
77327,multiple_real,2,2,165948|157428,VT-15-7327|VT-35-9355
6083030011,multiple_real,2,2,95792|146169,11300209|VT-18-1156
2M6127010,multiple_real,2,2,142957|132803,VT-11-1364|WPS-865-02017
3885VMF,multiple_real,3,2,134593|106434,VT-11-1423|WPS-3885VMF|09120932
2C5231,multiple_real,2,2,142994|137288,VT-11-1426|WPS-865-2040
2023050,multiple_real,2,2,143157|121055,VT-11-2028|09263218
202020M,multiple_real,2,2,143216|99640,VT-11-2300|09262266
202030M,multiple_real,2,2,143224|121018,VT-11-2308|09262274
202031M,multiple_real,2,2,143225|99728,VT-11-2309|09262275
202051M,multiple_real,2,2,143243|99687,VT-11-2327|09262283
2022000,multiple_real,2,2,143252|121060,VT-11-2336|09263307
78661,multiple_real,2,2,144902|173958,VT-15-8661|VT-33-1612
EVBB2SL,multiple_real,2,2,146798|92692,VT-20-0629|11200247
37017,multiple_real,2,2,143325|93269,VT-11-2700|17414263
2000,multiple_real,2,2,143327|151602,VT-11-2703|VT-30-0837
78471,multiple_real,2,2,144840|158872,VT-15-8471|VT-38-0883
B060199ASP,multiple_real,2,2,170356|103738,VT-23-0907|17103157
H070730,multiple_real,2,2,149952|104449,VT-26-0956|06102253
78671,multiple_real,2,2,144296|167530,VT-15-0061|VT-15-0060
VT2797,multiple_real,2,2,143790|102935,VT-11-9975|09031170
K2802,multiple_real,2,2,143799|102947,VT-11-9988|09031676
77480,multiple_real,2,2,144699|172536,VT-15-7480|VT-31-1274
JGI2541670X,multiple_real,2,2,99513|167837,DS174457|VT-15-0701
76385,multiple_real,2,2,154472|103902,VT-33-0457|20300169
316200,multiple_real,2,2,144014|105998,VT-12-8001|DS194063
70290,multiple_real,2,2,153730|144312,VT-32-3071|VT-15-0197
9885,multiple_real,2,2,166779|161848,VT-12-9885|VT-48-0307
334242,multiple_real,2,2,144058|94606,VT-12-9957|09320125
74342B,multiple_real,2,2,144079|166860,VT-13-0352|VT-13-0482
77462,multiple_real,2,2,171048|144569,VT-24-1045|VT-15-7462
78388,multiple_real,2,2,168305|147574,VT-15-8388|VT-22-0716
2021550,multiple_real,2,2,144143|99670,VT-13-2151|09263002
710344,multiple_real,2,2,144188|109329,VT-14-0144|09262047
JGI4650801,multiple_real,2,2,144212|120793,VT-14-0587|09346496
1795548FLR,multiple_real,3,3,144234|128589|94285,VT-14-0823|WPS-681-4747|DS174536
5193020*N/A,multiple_real,2,2,142428|142426,VT-11-0122|VT-11-0119
89238,multiple_real,2,2,148920|104361,VT-24-1380|04140736
C9691,multiple_real,2,2,144354|93108,VT-15-0478|DS172089
A3735741,multiple_real,2,2,92384|169464,DS193159|VT-18-3202
78477,multiple_real,2,2,155027|144846,VT-33-1681|VT-15-8477
JGI2541699X,multiple_real,2,2,144459|94103,VT-15-1224|09340289
JGI1754148DL,multiple_real,2,2,144471|94149,VT-15-1271|09340726
6532483KW2,multiple_real,2,2,144473|99424,VT-15-1274|18610459
K2805,multiple_real,2,2,143797|106183,VT-11-9986|09031679
JGI11125XMF,multiple_real,2,2,144482|94679,VT-15-1283|09341581
JGI1705299X,multiple_real,2,2,144535|94188,VT-15-1354|DS173532
JGI1705399X,multiple_real,2,2,144536|94161,VT-15-1355|20112098
JGI6054706KF,multiple_real,2,2,144570|120806,VT-15-1426|09263301
77872,multiple_real,2,2,144743|176039,VT-15-7872|VT-39-0030
77874,multiple_real,2,2,144744|170810,VT-15-7874|VT-24-0113
212335,multiple_real,2,2,103001|142146,DS199328|VT-10-2331
78264,multiple_real,2,2,144796|169872,VT-15-8264|VT-21-0751
78277,multiple_real,2,2,144806|159531,VT-15-8277|VT-40-0053
78294,multiple_real,2,2,144820|158837,VT-15-8294|VT-38-0781
78586,multiple_real,2,2,144874|169097,VT-15-8586|VT-17-8083
78613,multiple_real,2,2,144887|155079,VT-15-8613|VT-33-1741
78642,multiple_real,2,2,144900|155755,VT-15-8642|VT-34-0494
80645,multiple_real,2,2,128216|173047,WPS-59-9195|VT-32-0775
937,multiple_real,2,2,144994|156071,VT-16-0322|VT-34-1390
3005SEX,multiple_real,2,2,125978|153697,WPS-132-7039|VT-32-3016
CE801007,multiple_real,2,2,140337|173069,WPS-273-1413|VT-32-0868
90201,multiple_real,2,2,145129|178165,VT-16-0807|VT-50-1010
78712,multiple_real,2,2,144914|174581,VT-15-8712|VT-35-2001
120417MA,multiple_real,2,2,154653|97903,VT-33-0936|20100779
202034M,multiple_real,2,2,143227|99686,VT-11-2312|09262278
JGI3014330,multiple_real,2,2,167991|99436,VT-15-1022|DS173386
JGI1703091X,multiple_real,2,2,109502|144543,09341853|VT-15-1364
2020851,multiple_real,2,2,143010|166205,VT-11-1474|VT-11-1153
98548,multiple_real,2,2,142378|142370,VT-10-9848|VT-10-8755
JGI3490107K,multiple_real,2,2,109495|144567,09341624|VT-15-1397
77080,multiple_real,2,2,145515|175969,VT-17-0235|VT-38-5551
77945,multiple_real,2,2,178216|144758,VT-50-1135|VT-15-7945
3409106,multiple_real,2,2,145631|169031,VT-17-0594|VT-17-1308
H070575,multiple_real,2,2,93201|171475,06100127|VT-26-2203
217450,multiple_real,2,2,94772|142264,09251165|VT-10-5271
NDP38062,multiple_real,2,2,135427|154237,WPS-850-08404|VT-32-9635
500747B,multiple_real,2,2,137325|99147,WPS-812-02131|16100677
A35326SET,multiple_real,2,2,145989|93985,VT-17-9752|DS194183
3213002012,multiple_real,2,2,146167|116162,VT-18-1154|11320930
2020940,multiple_real,2,2,121011|139952,09262992|WPS-191-17038
3063020018,multiple_real,2,2,146222|110373,VT-18-3270|11314007
3043010005,multiple_real,2,2,146248|114526,VT-18-3667|DS223727
3073020011,multiple_real,2,2,146254|95821,VT-18-3691|DS223750
3023020013,multiple_real,2,2,146257|92805,VT-18-3694|DS223471
6083010086,multiple_real,2,2,146269|95454,VT-18-3833|DS223722
6083010009,multiple_real,2,2,146272|110300,VT-18-3853|11300138
94101,multiple_real,2,2,146396|171005,VT-19-0167|VT-24-0841
947,multiple_real,2,2,144990|145771,VT-16-0315|VT-19-9470
202026M,multiple_real,2,2,105343|143221,09262271|VT-11-2305
370314,multiple_real,2,2,112691|132272,21060011|WPS-820-50842
CS34A,multiple_real,2,2,146543|95953,VT-19-0593|11200292
203375,multiple_real,2,2,115389|145958,DS199404|VT-17-8228
94213,multiple_real,2,2,146659|148828,VT-19-4213|VT-24-0962
JGI1676957,multiple_real,2,2,94256|167985,DS174900|VT-15-1012
EVBB3TRB,multiple_real,2,2,146781|95950,VT-20-0610|11200250
77463,multiple_real,2,2,147074|143804,VT-21-0072|VT-15-7463
1023030014,multiple_real,2,2,157588|92834,VT-36-1512|DS224013
276150,multiple_real,2,2,94781|143756,DS199737|VT-11-9878
110010,multiple_real,2,2,147176|174710,VT-21-0452|VT-36-0402
202121C,multiple_real,3,3,99680|126430|142841,09260719|WPS-191-57052C|VT-11-1183
JGI3515174,multiple_real,2,2,92437|167369,DS194461|VT-14-0636
6083010017,multiple_real,2,2,95798|146172,11300436|VT-18-1159
78289,multiple_real,2,2,147271|144816,VT-21-0817|VT-15-8289
78290,multiple_real,2,2,147273|144817,VT-21-0819|VT-15-8290
76312DCS,multiple_real,2,2,134316|156832,WPS-274-0717|VT-35-0593
202215,multiple_real,2,2,109316|166958,09260807|VT-13-0102
19141B,multiple_real,2,2,147434|147567,VT-22-0041|VT-22-0709
19141,multiple_real,2,2,147566|147433,VT-22-0708|VT-22-0040
3200354,multiple_real,2,2,102666|141839,09220157|VT-10-0845
74543,multiple_real,2,2,147590|147437,VT-22-0745|VT-22-0074
74543B,multiple_real,2,2,147591|147438,VT-22-0746|VT-22-0075
BDL371443,multiple_real,2,2,146680|96004,VT-20-0105|DS360014
H070585S,multiple_real,2,2,107509|171416,06102306|VT-26-0975
BDL38078,multiple_real,2,2,146681|116405,VT-20-0106|DS360015
76982,multiple_real,2,2,147760|98481,VT-22-1678|08010844
JGI6711887,multiple_real,2,2,105243|167460,DS173512|VT-14-0947
JGI2526381,multiple_real,2,2,103490|167930,DS174075|VT-15-0931
H070574N,multiple_real,2,2,111202|171404,06102300|VT-26-0960
50217,multiple_real,2,2,148046|95272,VT-23-1012|44020596
B160726C,multiple_real,2,2,148060|91603,VT-23-1048|17020708
981,multiple_real,2,2,148079|171823,VT-23-1122|VT-27-1667
78255,multiple_real,2,2,148085|144788,VT-23-1151|VT-15-8255
193087,multiple_real,2,2,146686|118368,VT-20-0143|12010101
77414,multiple_real,2,2,144685|162298,VT-15-7414|VT-48-1985
94384,multiple_real,2,2,148734|169667,VT-24-0428|VT-19-4384
7067,multiple_real,2,2,148768|178618,VT-24-0518|VT-54-0408
217462,multiple_real,2,2,109275|142266,09251205|VT-10-5273
217464,multiple_real,2,2,109273|142268,09251206|VT-10-5274
292120,multiple_real,2,2,136896|169868,WPS-820-54217|VT-21-0704
410140,multiple_real,2,2,91143|179223,09250926|VT-10-0913
060143,multiple_real,2,2,111999|140982,18611637|WPS-70-6143
74700021C,multiple_real,2,2,153344|93538,VT-32-1461|21121208
20303,multiple_real,2,2,149261|116810,VT-25-0173|35110028
296110,multiple_real,2,2,114464|145927,DS199531|VT-17-6100
2077,multiple_real,2,2,129556|94039,WPS-811-02077|09240240
JGI1754069,multiple_real,2,2,92229|168049,DS174180|VT-15-1136
76081,multiple_real,2,2,153812|127887,VT-32-6081|WPS-57-6225
37927,multiple_real,2,2,164399|100785,VT-52-1479|17410802
350016,multiple_real,2,2,176867|176879,VT-43-9136|VT-43-9322
H070605,multiple_real,2,2,149782|107485,VT-26-0006|06101955
79111,multiple_real,2,2,149834|151054,VT-26-0071|VT-28-3102
H070730S,multiple_real,2,2,150005|98471,VT-26-1054|06102327
H070730NMB,multiple_real,2,2,150007|119166,VT-26-1056|06102326
070509V,multiple_real,2,2,150033|171463,VT-26-2178|VT-26-2176
C320433,multiple_real,2,2,150094|91241,VT-27-0008|05100181
8041,multiple_real,4,4,150200|150199|166741|98893,VT-27-0321|VT-27-0320|VT-12-1315|09250951
2M6164010,multiple_real,2,2,142952|132791,VT-11-1359|WPS-865-02005
8873,multiple_real,2,2,150362|166846,VT-27-0824|VT-12-1768
77427,multiple_real,2,2,163466|144697,VT-50-1552|VT-15-7427
78463,multiple_real,2,2,150384|168354,VT-27-0866|VT-15-8463
8846,one_real_rest_null,2,1,150494,VT-27-1236|WPS-874-1234
288131,multiple_real,2,2,142309|109230,VT-10-8141|09250070
7716,multiple_real,2,2,150631|166193,VT-27-1756|VT-11-0942
78637,multiple_real,2,2,150930|144896,VT-28-0668|VT-15-8637
78497,multiple_real,2,2,150968|168359,VT-28-0875|VT-15-8497
331035B,multiple_real,2,2,151012|171922,VT-28-1014|VT-28-0101
3544,multiple_real,2,2,151062|101206,VT-28-3544|DS3544
72040,multiple_real,2,2,151915|135021,VT-30-3106|WPS-820-71153
JGI2649589,multiple_real,2,2,92311|167949,DS174876|VT-15-0962
7351,multiple_real,2,2,151195|160204,VT-29-1101|VT-42-0375
7352,multiple_real,2,2,151196|158349,VT-29-1102|VT-37-8658
030024,multiple_real,2,2,117947|156778,10030292|VT-35-0444
78398,multiple_real,2,2,144834|163222,VT-15-8398|VT-50-0352
8146,multiple_real,2,2,151270|155481,VT-29-8146|VT-33-8146
8153,multiple_real,2,2,151274|152057,VT-29-8153|VT-30-8153
8154,multiple_real,2,2,151275|152058,VT-29-8154|VT-30-8154
8914,multiple_real,2,2,151311|160490,VT-30-0006|VT-42-1324
8820,one_real_rest_null,2,1,151313,VT-30-0008|WPS-874-1240
330063,multiple_real,2,2,118074|160291,11070034|VT-42-0678
20133,multiple_real,2,2,145869|131950,VT-17-2033|WPS-85-1045
260128S32,multiple_real,2,2,118238|146747,12010232|VT-20-0347
78467,multiple_real,2,2,144838|142901,VT-15-8467|VT-11-1286
99762,multiple_real,2,2,132156|92908,WPS-830-1200|24010117
NWR8510020,multiple_real,2,2,138800|123582,WPS-850-09222|21201326
2001,multiple_real,2,2,151603|162968,VT-30-0838|VT-49-2560
728,multiple_real,2,2,151609|151911,VT-30-0849|VT-30-3100
370339,multiple_real,2,2,118511|132270,21060418|WPS-820-50840
JGI1703448XF,multiple_real,2,2,94089|168120,09343127|VT-15-1295
296,multiple_real,2,2,104102|151730,DS098296|VT-30-1403
78254,multiple_real,2,2,151741|144787,VT-30-1435|VT-15-8254
11312,multiple_real,3,2,158595|99172,VT-38-0115|WPS-817-01831|11312E
370338,multiple_real,2,2,118749|132271,21060419|WPS-820-50841
202320,multiple_real,2,2,142765|105359,VT-11-1024|09260696
729,multiple_real,2,2,151917|145199,VT-30-3120|VT-16-1027
312096,multiple_real,2,2,143977|102540,VT-12-1949|09200008
A11096A,multiple_real,2,2,144067|93988,VT-12-9992|DS188030
4859,multiple_real,2,2,151988|150261,VT-30-4859|VT-27-0554
84526,multiple_real,2,2,141356|173414,WPS-820-50837|VT-32-7001
8097,multiple_real,2,2,152041|159583,VT-30-8097|VT-40-0220
727K,multiple_real,2,2,145236|114447,VT-16-1171|DS196400
3200396,multiple_real,2,2,142222|125340,VT-10-3502|09220120
316278,multiple_real,2,2,144331|125214,VT-15-0364|09320168
78582,multiple_real,2,2,144368|144870,VT-15-0492|VT-15-8582
JGI77XL,multiple_real,2,2,144427|114129,VT-15-0850|DS173406
JGI2526300KX,multiple_real,2,2,144467|109476,VT-15-1265|09341199
JGI12074K,multiple_real,2,2,144475|91301,VT-15-1276|09350124
JGI3490685DL,multiple_real,2,2,144477|94150,VT-15-1278|09350076
78623,multiple_real,2,2,144892|144891,VT-15-8623|VT-15-8621
78501,multiple_real,2,2,144515|161572,VT-15-1325|VT-47-0374
JGI6053881CF,multiple_real,2,2,144526|99403,VT-15-1338|09344629
JGI1705505,multiple_real,2,2,144527|91216,VT-15-1346|09341599
1677496XT2,multiple_real,2,2,144553|91210,VT-15-1374|09341584
JGI2541699K,multiple_real,2,2,144559|94148,VT-15-1383|11050037
JGI3303107,multiple_real,2,2,144565|91223,VT-15-1393|09341620
78371,multiple_real,2,2,144581|168292,VT-15-1456|VT-15-8371
3303106,multiple_real,2,2,144612|128526,VT-15-1619|WPS-681-4028
2M4941,multiple_real,2,2,142984|137297,VT-11-1413|WPS-865-2049
H070593NMB,multiple_real,2,2,119164|171415,06102322|VT-26-0971
20193,multiple_real,2,2,149461|171995,VT-25-0860|VT-28-0424
77348,multiple_real,2,2,144667|161058,VT-15-7348|VT-44-0888
SPC013,multiple_real,2,2,113636|157841,24040049|VT-37-0463
L240436CMLED,multiple_real,2,2,129978|97763,WPS-820-0352|20100769
50216,multiple_real,2,2,148045|95271,VT-23-1011|44020595
2823,multiple_real,2,2,135037|166182,WPS-30-3634|VT-11-0907
70232,multiple_real,2,2,152919|158588,VT-32-0099|VT-38-0101
MCFPR1,multiple_real,2,2,91368|172942,WPS-275-01034|VT-32-0504
40253,multiple_real,2,2,96342|153461,20101461|VT-32-1658
76067,multiple_real,2,2,123254|175380,08010547|VT-37-1052
6031,one_real_rest_null,2,1,103335,18010703|WPS-82-96014
MCTS2,multiple_real,2,2,140303|172971,WPS-275-01033|VT-32-0569
JGI4584906,multiple_real,2,2,106680|167192,04070663|VT-14-0047
JGI11110,multiple_real,2,2,92251|167270,DS174361|VT-14-0506
148150,multiple_real,2,2,130257|146177,WPS-820-50950|VT-18-1220
26514,multiple_real,2,2,118960|164140,DS380318|VT-52-0697
1277,multiple_real,2,2,153247|168523,VT-32-1297|VT-16-0792
JGI2958301A,multiple_real,2,2,105203|168137,09341617|VT-15-1390
20054,multiple_real,2,2,153283|179342,VT-32-1370|VT-10-2561
JGI1705405X,multiple_real,2,2,99363|144530,09341597|VT-15-1349
1067,multiple_real,2,2,99235|168677,11040006|VT-17-0119
