norm,product_id_a,product_id_b,sku_a,sku_b,vendor_a,vendor_b
NHD3243501,1259,90619,VT-32-2225,21200595,VTWIN,PU
NHD7015399,58952,90519,WPS-850-08775,VT-32-1616,WPS,VTWIN
NHD7015399,34308,90519,21201018,VT-32-1616,PU,VTWIN
NHD69200533,58953,90647,WPS-850-08777,VT-32-5065,WPS,VTWIN
NHD69200533,4033,90647,21200654,VT-32-5065,PU,VTWIN
20267,58987,66562,VT-10-0137,VT-25-0143,VTWIN,VTWIN
26529,22156,58988,VT-10-0138,18610709,VTWIN,PU
86269,58986,58989,VT-10-0144,VT-10-0156,VTWIN,VTWIN
2460058B,1764,59008,VT-10-0250,DS197067,VTWIN,PU
350,66982,90629,VT-25-2202,VT-32-3500,VTWIN,VTWIN
350,13573,66982,VT-25-2202,17420105,VTWIN,PU
350,13573,90629,VT-32-3500,17420105,VTWIN,PU
2021400,31735,61451,VT-13-2131,09263000,VTWIN,PU
1810,31321,59057,VT-10-0571,09290023,VTWIN,PU
24591,8896,59089,VT-10-0642,DS194271,VTWIN,PU
3200352,35930,59150,VT-10-0846,09220121,VTWIN,PU
2058,8606,75746,VT-37-8964,09250752,VTWIN,PU
4431,3827,67630,VT-27-0729,06510406,VTWIN,PU
A6506B,1376,59242,VT-10-1149,09220110,VTWIN,PU
3022,67942,67994,VT-27-1761,VT-27-1984,VTWIN,VTWIN
JGI3523039DL,1557,84680,VT-14-0637,DS174538,VTWIN,PU
78116,34088,96662,VT-10-8179,08200016,VTWIN,PU
78445,85654,87901,VT-15-8445,VT-23-2307,VTWIN,VTWIN
JGI1677984X,397,61774,VT-15-1252,09340949,VTWIN,PU
77845,85583,93452,VT-39-0704,VT-15-7845,VTWIN,VTWIN
JGI3259170,1495,85309,DS174240,VT-15-1032,PU,VTWIN
77968,62090,95587,VT-15-7968,VT-50-1513,VTWIN,VTWIN
77948,62071,95556,VT-15-7948,VT-50-1197,VTWIN,VTWIN
78459,68313,85663,VT-15-8459,VT-28-0984,VTWIN,VTWIN
5020001077,26607,63618,DS223742,VT-18-8306,PU,VTWIN
3100232,12333,59683,VT-10-8799,09010188,VTWIN,PU
6127010,45200,59771,VT-11-0186,WPS-865-02022,VTWIN,WPS
76292,34053,82701,VT-7824-12T,08010986,VTWIN,PU
200390,13850,59954,24010078,VT-11-0743,PU,VTWIN
A25319SET,4435,61266,VT-12-1530,DS194160,VTWIN,PU
202021,37382,60019,VT-11-0951,WPS-191-57042,VTWIN,WPS
202321,9279,60076,VT-11-1025,09260700,VTWIN,PU
202321C,19347,60082,VT-11-1035,09260702,VTWIN,PU
2020691,37340,60092,VT-11-1055,WPS-191-57010,VTWIN,WPS
2020691,31753,60092,VT-11-1055,09262007,VTWIN,PU
2020691,31753,37340,WPS-191-57010,09262007,WPS,PU
2020692,37396,60093,VT-11-1056,WPS-191-57050,VTWIN,WPS
2020692,31754,60093,VT-11-1056,09262009,VTWIN,PU
2020692,31754,37396,WPS-191-57050,09262009,WPS,PU
2020692C,37397,60099,VT-11-1062,WPS-191-57050C,VTWIN,WPS
2020692C,31803,60099,VT-11-1062,09262010,VTWIN,PU
2020692C,31803,37397,WPS-191-57050C,09262010,WPS,PU
202020,37380,60136,VT-11-1164,WPS-191-57041,VTWIN,WPS
202030,37348,60137,VT-11-1165,WPS-191-57017,VTWIN,WPS
PS1250,63845,63859,VT-19-0600,VT-19-0571,VTWIN,VTWIN
H070593S,29828,67313,06102323,VT-26-1052,PU,VTWIN
120417A,29251,71962,20100781,VT-33-0935,PU,VTWIN
77327,74738,83258,VT-15-7327,VT-35-9355,VTWIN,VTWIN
6083030011,5263,63479,11300209,VT-18-1156,PU,VTWIN
2M6127010,45195,60267,VT-11-1364,WPS-865-02017,VTWIN,WPS
3885VMF,16339,60301,VT-11-1423,09120932,VTWIN,PU
2C5231,51711,60304,VT-11-1426,WPS-865-2040,VTWIN,WPS
2023050,31775,60467,VT-11-2028,09263218,VTWIN,PU
202020M,9287,60526,VT-11-2300,09262266,VTWIN,PU
202030M,31738,60534,VT-11-2308,09262274,VTWIN,PU
202031M,9378,60535,VT-11-2309,09262275,VTWIN,PU
202051M,9336,60553,VT-11-2327,09262283,VTWIN,PU
2022000,31780,60562,VT-11-2336,09263307,VTWIN,PU
78661,62212,91268,VT-15-8661,VT-33-1612,VTWIN,VTWIN
EVBB2SL,1989,64108,VT-20-0629,11200247,VTWIN,PU
37017,2588,60635,VT-11-2700,17414263,VTWIN,PU
2000,60637,68912,VT-11-2703,VT-30-0837,VTWIN,VTWIN
78471,62150,76182,VT-15-8471,VT-38-0883,VTWIN,VTWIN
B060199ASP,13511,87666,VT-23-0907,17103157,VTWIN,PU
H070730,14295,67262,VT-26-0956,06102253,VTWIN,PU
78671,61606,84840,VT-15-0061,VT-15-0060,VTWIN,VTWIN
VT2797,12673,61100,VT-11-9975,09031170,VTWIN,PU
K2802,12686,61109,VT-11-9988,09031676,VTWIN,PU
77480,62009,89846,VT-15-7480,VT-31-1274,VTWIN,VTWIN
JGI2541670X,9160,85147,DS174457,VT-15-0701,PU,VTWIN
76385,13688,71782,VT-33-0457,20300169,VTWIN,PU
316200,15878,61324,VT-12-8001,DS194063,VTWIN,PU
70290,61622,71040,VT-32-3071,VT-15-0197,VTWIN,VTWIN
9885,79158,84089,VT-12-9885,VT-48-0307,VTWIN,VTWIN
334242,4032,61368,VT-12-9957,09320125,VTWIN,PU
74342B,61389,84170,VT-13-0352,VT-13-0482,VTWIN,VTWIN
77462,61879,88358,VT-24-1045,VT-15-7462,VTWIN,VTWIN
78388,64884,85615,VT-15-8388,VT-22-0716,VTWIN,VTWIN
2021550,9318,61453,VT-13-2151,09263002,VTWIN,PU
710344,19382,61498,VT-14-0144,09262047,VTWIN,PU
JGI4650801,31508,61522,VT-14-0587,09346496,VTWIN,PU
1795548FLR,39884,61544,VT-14-0823,WPS-681-4747,VTWIN,WPS
1795548FLR,3701,61544,VT-14-0823,DS174536,VTWIN,PU
1795548FLR,3701,39884,WPS-681-4747,DS174536,WPS,PU
5193020*N/A,59736,59738,VT-11-0122,VT-11-0119,VTWIN,VTWIN
89238,14201,66230,VT-24-1380,04140736,VTWIN,PU
C9691,2417,61664,VT-15-0478,DS172089,VTWIN,PU
A3735741,1646,86774,DS193159,VT-18-3202,PU,VTWIN
78477,62156,72337,VT-33-1681,VT-15-8477,VTWIN,VTWIN
JGI2541699X,3516,61769,VT-15-1224,09340289,VTWIN,PU
JGI1754148DL,3563,61781,VT-15-1271,09340726,VTWIN,PU
6532483KW2,9071,61783,VT-15-1274,18610459,VTWIN,PU
K2805,16065,61107,VT-11-9986,09031679,VTWIN,PU
JGI11125XMF,4106,61792,VT-15-1283,09341581,VTWIN,PU
JGI1705299X,3602,61845,VT-15-1354,DS173532,VTWIN,PU
JGI1705399X,3575,61846,VT-15-1355,20112098,VTWIN,PU
JGI6054706KF,31521,61880,VT-15-1426,09263301,VTWIN,PU
77872,62053,93349,VT-15-7872,VT-39-0030,VTWIN,VTWIN
77874,62054,88120,VT-15-7874,VT-24-0113,VTWIN,VTWIN
212335,12749,59456,DS199328,VT-10-2331,PU,VTWIN
78264,62106,87182,VT-15-8264,VT-21-0751,VTWIN,VTWIN
78277,62116,76841,VT-15-8277,VT-40-0053,VTWIN,VTWIN
78294,62130,76147,VT-15-8294,VT-38-0781,VTWIN,VTWIN
78586,62184,86407,VT-15-8586,VT-17-8083,VTWIN,VTWIN
78613,62197,72389,VT-15-8613,VT-33-1741,VTWIN,VTWIN
78642,62210,73065,VT-15-8642,VT-34-0494,VTWIN,VTWIN
80645,39472,90357,WPS-59-9195,VT-32-0775,WPS,VTWIN
937,62304,73381,VT-16-0322,VT-34-1390,VTWIN,VTWIN
3005SEX,36904,71007,WPS-132-7039,VT-32-3016,WPS,VTWIN
CE801007,57576,90379,WPS-273-1413,VT-32-0868,WPS,VTWIN
90201,62439,95475,VT-16-0807,VT-50-1010,VTWIN,VTWIN
78712,62224,91891,VT-15-8712,VT-35-2001,VTWIN,VTWIN
120417MA,7485,71963,VT-33-0936,20100779,VTWIN,PU
202034M,9335,60537,VT-11-2312,09262278,VTWIN,PU
JGI3014330,9083,85301,VT-15-1022,DS173386,VTWIN,PU
JGI1703091X,19559,61853,09341853,VT-15-1364,PU,VTWIN
2020851,60320,83515,VT-11-1474,VT-11-1153,VTWIN,VTWIN
98548,59680,59688,VT-10-9848,VT-10-8755,VTWIN,VTWIN
JGI3490107K,19552,61877,09341624,VT-15-1397,PU,VTWIN
77080,62825,93279,VT-17-0235,VT-38-5551,VTWIN,VTWIN
77945,62068,95526,VT-50-1135,VT-15-7945,VTWIN,VTWIN
3409106,62941,86341,VT-17-0594,VT-17-1308,VTWIN,VTWIN
H070575,2514,88785,06100127,VT-26-2203,PU,VTWIN
217450,4210,59574,09251165,VT-10-5271,PU,VTWIN
NDP38062,48936,71547,WPS-850-08404,VT-32-9635,WPS,VTWIN
500747B,8789,51760,WPS-812-02131,16100677,WPS,PU
A35326SET,3397,63299,VT-17-9752,DS194183,VTWIN,PU
3213002012,26580,63477,VT-18-1154,11320930,VTWIN,PU
2020940,31731,55588,09262992,WPS-191-17038,PU,WPS
3063020018,20453,63532,VT-18-3270,11314007,VTWIN,PU
3043010005,24873,63558,VT-18-3667,DS223727,VTWIN,PU
3073020011,5292,63564,VT-18-3691,DS223750,VTWIN,PU
3023020013,5291,63567,VT-18-3694,DS223471,VTWIN,PU
6083010086,4910,63579,VT-18-3833,DS223722,VTWIN,PU
6083010009,20378,63582,VT-18-3853,11300138,VTWIN,PU
94101,63706,88315,VT-19-0167,VT-24-0841,VTWIN,VTWIN
947,62300,63081,VT-16-0315,VT-19-9470,VTWIN,VTWIN
202026M,15198,60531,09262271,VT-11-2305,PU,VTWIN
370314,22951,44306,21060011,WPS-820-50842,PU,WPS
CS34A,5424,63853,VT-19-0593,11200292,VTWIN,PU
203375,25795,63268,DS199404,VT-17-8228,PU,VTWIN
94213,63969,66138,VT-19-4213,VT-24-0962,VTWIN,VTWIN
JGI1676957,3672,85295,DS174900,VT-15-1012,PU,VTWIN
EVBB3TRB,5421,64091,VT-20-0610,11200250,VTWIN,PU
77463,61114,64384,VT-21-0072,VT-15-7463,VTWIN,VTWIN
1023030014,2137,74898,VT-36-1512,DS224013,VTWIN,PU
276150,4219,61066,DS199737,VT-11-9878,PU,VTWIN
110010,64486,92020,VT-21-0452,VT-36-0402,VTWIN,VTWIN
202121C,9329,37401,09260719,WPS-191-57052C,PU,WPS
202121C,9329,60151,09260719,VT-11-1183,PU,VTWIN
202121C,37401,60151,WPS-191-57052C,VT-11-1183,WPS,VTWIN
JGI3515174,1700,84679,DS194461,VT-14-0636,PU,VTWIN
6083010017,5269,63482,11300436,VT-18-1159,PU,VTWIN
78289,62126,64581,VT-21-0817,VT-15-8289,VTWIN,VTWIN
78290,62127,64583,VT-21-0819,VT-15-8290,VTWIN,VTWIN
76312DCS,47255,74142,WPS-274-0717,VT-35-0593,WPS,VTWIN
202215,19369,84268,09260807,VT-13-0102,PU,VTWIN
19141B,64744,64877,VT-22-0041,VT-22-0709,VTWIN,VTWIN
19141,64743,64876,VT-22-0708,VT-22-0040,VTWIN,VTWIN
3200354,12397,59149,09220157,VT-10-0845,PU,VTWIN
74543,64747,64900,VT-22-0745,VT-22-0074,VTWIN,VTWIN
74543B,64748,64901,VT-22-0746,VT-22-0075,VTWIN,VTWIN
BDL371443,5477,63990,VT-20-0105,DS360014,VTWIN,PU
H070585S,17486,88726,06102306,VT-26-0975,PU,VTWIN
BDL38078,26829,63991,VT-20-0106,DS360015,VTWIN,PU
76982,8103,65070,VT-22-1678,08010844,VTWIN,PU
JGI6711887,15097,84770,DS173512,VT-14-0947,PU,VTWIN
JGI2526381,15082,85240,DS174075,VT-15-0931,PU,VTWIN
H070574N,21384,88714,06102300,VT-26-0960,PU,VTWIN
50217,4723,65356,VT-23-1012,44020596,VTWIN,PU
B160726C,834,65370,VT-23-1048,17020708,VTWIN,PU
981,65389,89133,VT-23-1122,VT-27-1667,VTWIN,VTWIN
78255,62098,65395,VT-23-1151,VT-15-8255,VTWIN,VTWIN
193087,28957,63996,VT-20-0143,12010101,VTWIN,PU
77414,61995,79608,VT-15-7414,VT-48-1985,VTWIN,VTWIN
94384,66044,86977,VT-24-0428,VT-19-4384,VTWIN,VTWIN
7067,66078,95928,VT-24-0518,VT-54-0408,VTWIN,VTWIN
217462,19328,59576,09251205,VT-10-5273,PU,VTWIN
217464,19326,59578,09251206,VT-10-5274,PU,VTWIN
292120,51151,87178,WPS-820-54217,VT-21-0704,WPS,VTWIN
410140,349,96533,09250926,VT-10-0913,PU,VTWIN
060143,22209,58235,18611637,WPS-70-6143,PU,WPS
74700021C,2884,70654,VT-32-1461,21121208,VTWIN,PU
20303,27276,66571,VT-25-0173,35110028,VTWIN,PU
296110,24810,63237,DS199531,VT-17-6100,PU,VTWIN
2077,3452,40988,WPS-811-02077,09240240,WPS,PU
JGI1754069,1490,85359,DS174180,VT-15-1136,PU,VTWIN
76081,39114,71122,VT-32-6081,WPS-57-6225,VTWIN,WPS
37927,10461,81709,VT-52-1479,17410802,VTWIN,PU
350016,94177,94189,VT-43-9136,VT-43-9322,VTWIN,VTWIN
H070605,17461,67092,VT-26-0006,06101955,VTWIN,PU
79111,67144,68364,VT-26-0071,VT-28-3102,VTWIN,VTWIN
H070730S,8092,67315,VT-26-1054,06102327,VTWIN,PU
H070730NMB,29829,67317,VT-26-1056,06102326,VTWIN,PU
070509V,67343,88773,VT-26-2178,VT-26-2176,VTWIN,VTWIN
C320433,449,67404,VT-27-0008,05100181,VTWIN,PU
8041,67509,67510,VT-27-0321,VT-27-0320,VTWIN,VTWIN
8041,67510,84051,VT-27-0321,VT-12-1315,VTWIN,VTWIN
8041,8527,67510,VT-27-0321,09250951,VTWIN,PU
8041,67509,84051,VT-27-0320,VT-12-1315,VTWIN,VTWIN
8041,8527,67509,VT-27-0320,09250951,VTWIN,PU
8041,8527,84051,VT-12-1315,09250951,VTWIN,PU
2M6164010,45183,60262,VT-11-1359,WPS-865-02005,VTWIN,WPS
8873,67672,84156,VT-27-0824,VT-12-1768,VTWIN,VTWIN
77427,62007,80776,VT-50-1552,VT-15-7427,VTWIN,VTWIN
78463,67694,85664,VT-27-0866,VT-15-8463,VTWIN,VTWIN
8846,56797,67804,VT-27-1236,WPS-874-1234,VTWIN,WPS
288131,19283,59619,VT-10-8141,09250070,VTWIN,PU
7716,67941,83503,VT-27-1756,VT-11-0942,VTWIN,VTWIN
78637,62206,68240,VT-28-0668,VT-15-8637,VTWIN,VTWIN
78497,68278,85669,VT-28-0875,VT-15-8497,VTWIN,VTWIN
331035B,68322,89232,VT-28-1014,VT-28-0101,VTWIN,VTWIN
3544,10891,68372,VT-28-3544,DS3544,VTWIN,PU
72040,48292,69225,VT-30-3106,WPS-820-71153,VTWIN,WPS
JGI2649589,1572,85259,DS174876,VT-15-0962,PU,VTWIN
7351,68505,77514,VT-29-1101,VT-42-0375,VTWIN,VTWIN
7352,68506,75659,VT-29-1102,VT-37-8658,VTWIN,VTWIN
030024,28476,74088,10030292,VT-35-0444,PU,VTWIN
78398,62144,80532,VT-15-8398,VT-50-0352,VTWIN,VTWIN
8146,68580,72791,VT-29-8146,VT-33-8146,VTWIN,VTWIN
8153,68584,69367,VT-29-8153,VT-30-8153,VTWIN,VTWIN
8154,68585,69368,VT-29-8154,VT-30-8154,VTWIN,VTWIN
8914,68621,77800,VT-30-0006,VT-42-1324,VTWIN,VTWIN
8820,56803,68623,VT-30-0008,WPS-874-1240,VTWIN,WPS
330063,28619,77601,11070034,VT-42-0678,PU,VTWIN
20133,43925,63179,VT-17-2033,WPS-85-1045,VTWIN,WPS
260128S32,28803,64057,12010232,VT-20-0347,PU,VTWIN
78467,60211,62148,VT-15-8467,VT-11-1286,VTWIN,VTWIN
99762,2212,44170,WPS-830-1200,24010117,WPS,PU
NWR8510020,34368,54012,WPS-850-09222,21201326,WPS,PU
2001,68913,80278,VT-30-0838,VT-49-2560,VTWIN,VTWIN
728,68919,69221,VT-30-0849,VT-30-3100,VTWIN,VTWIN
370339,29114,44304,21060418,WPS-820-50840,PU,WPS
JGI1703448XF,3502,85430,09343127,VT-15-1295,PU,VTWIN
296,13907,69040,DS098296,VT-30-1403,PU,VTWIN
78254,62097,69051,VT-30-1435,VT-15-8254,VTWIN,VTWIN
11312,41256,75905,VT-38-0115,WPS-817-01831,VTWIN,WPS
11312,8814,75905,VT-38-0115,11312E,VTWIN,PU
370338,29371,44305,21060419,WPS-820-50841,PU,WPS
202320,15214,60075,VT-11-1024,09260696,VTWIN,PU
729,62509,69227,VT-30-3120,VT-16-1027,VTWIN,VTWIN
312096,12255,61287,VT-12-1949,09200008,VTWIN,PU
A11096A,3401,61377,VT-12-9992,DS188030,VTWIN,PU
4859,67571,69298,VT-30-4859,VT-27-0554,VTWIN,VTWIN
84526,58659,90724,WPS-820-50837,VT-32-7001,WPS,VTWIN
8097,69351,76893,VT-30-8097,VT-40-0220,VTWIN,VTWIN
727K,24792,62546,VT-16-1171,DS196400,VTWIN,PU
3200396,36198,59532,VT-10-3502,09220120,VTWIN,PU
316278,36069,61641,VT-15-0364,09320168,VTWIN,PU
78582,61678,62180,VT-15-0492,VT-15-8582,VTWIN,VTWIN
JGI77XL,24464,61737,VT-15-0850,DS173406,VTWIN,PU
JGI2526300KX,19532,61777,VT-15-1265,09341199,VTWIN,PU
JGI12074K,515,61785,VT-15-1276,09350124,VTWIN,PU
JGI3490685DL,3564,61787,VT-15-1278,09350076,VTWIN,PU
78623,62201,62202,VT-15-8623,VT-15-8621,VTWIN,VTWIN
78501,61825,78882,VT-15-1325,VT-47-0374,VTWIN,VTWIN
JGI6053881CF,9050,61836,VT-15-1338,09344629,VTWIN,PU
JGI1705505,423,61837,VT-15-1346,09341599,VTWIN,PU
1677496XT2,417,61863,VT-15-1374,09341584,VTWIN,PU
JGI2541699K,3562,61869,VT-15-1383,11050037,VTWIN,PU
JGI3303107,430,61875,VT-15-1393,09341620,VTWIN,PU
78371,61891,85602,VT-15-1456,VT-15-8371,VTWIN,VTWIN
3303106,39819,61922,VT-15-1619,WPS-681-4028,VTWIN,WPS
2M4941,51721,60294,VT-11-1413,WPS-865-2049,VTWIN,WPS
H070593NMB,29827,88725,06102322,VT-26-0971,PU,VTWIN
20193,66771,89305,VT-25-0860,VT-28-0424,VTWIN,VTWIN
77348,61977,78368,VT-15-7348,VT-44-0888,VTWIN,VTWIN
SPC013,23949,75151,24040049,VT-37-0463,PU,VTWIN
L240436CMLED,7341,41500,WPS-820-0352,20100769,WPS,PU
50216,4722,65355,VT-23-1011,44020595,VTWIN,PU
2823,48311,83492,WPS-30-3634,VT-11-0907,WPS,VTWIN
70232,70229,75898,VT-32-0099,VT-38-0101,VTWIN,VTWIN
MCFPR1,57541,90252,WPS-275-01034,VT-32-0504,WPS,VTWIN
40253,5846,70771,20101461,VT-32-1658,PU,VTWIN
76067,34030,92690,08010547,VT-37-1052,PU,VTWIN
6031,13092,57225,18010703,WPS-82-96014,PU,WPS
MCTS2,57540,90281,WPS-275-01033,VT-32-0569,WPS,VTWIN
JGI4584906,16626,84502,04070663,VT-14-0047,PU,VTWIN
JGI11110,1512,84580,DS174361,VT-14-0506,PU,VTWIN
148150,41844,63487,WPS-820-50950,VT-18-1220,WPS,VTWIN
26514,29605,81450,DS380318,VT-52-0697,PU,VTWIN
1277,70557,85833,VT-32-1297,VT-16-0792,VTWIN,VTWIN
JGI2958301A,15057,85447,09341617,VT-15-1390,PU,VTWIN
20054,70593,96652,VT-32-1370,VT-10-2561,VTWIN,VTWIN
JGI1705405X,9010,61840,09341597,VT-15-1349,PU,VTWIN
1067,8880,85987,11040006,VT-17-0119,PU,VTWIN
78403,70645,85626,VT-32-1444,VT-15-8403,VTWIN,VTWIN
78405,70670,85627,VT-32-1479,VT-15-8405,VTWIN,VTWIN
PS500,23515,63838,22145002,VT-19-0561,PU,VTWIN
BDL371441,25227,63988,DS360012,VT-20-0103,PU,VTWIN
40243,70765,75612,VT-32-1652,VT-37-8342,VTWIN,VTWIN
PS250,26808,63842,22145001,VT-19-0568,PU,VTWIN
353,13775,66980,17420108,VT-25-2200,PU,VTWIN
PS1000,2053,63844,22145004,VT-19-0570,PU,VTWIN
E250091BT4,29225,70904,VT-32-1909,21130667,VTWIN,PU
76157,11158,85023,08040290,VT-15-0369,PU,VTWIN
801005,57625,71105,VT-32-5122,WPS-280-1005,VTWIN,WPS
801005,7978,71105,VT-32-5122,801005,VTWIN,PU
801005,7978,57625,WPS-280-1005,801005,WPS,PU
78191,33201,80593,14050285,VT-50-0536,PU,VTWIN
76401,34187,61647,08020327,VT-15-0389,PU,VTWIN
71375,71253,90220,VT-32-7521,VT-32-0416,VTWIN,VTWIN
BDL30853BE,26828,63987,DS360008,VT-20-0102,PU,VTWIN
112338P,19758,73957,10030195,VT-35-0151,PU,VTWIN
DC11,28334,71291,VT-32-7789,DC11,VTWIN,PU
1062011,36153,74289,10030237,VT-35-0924,PU,VTWIN
W5752,12679,61045,VT-11-9774,W5752,VTWIN,PU
15410BN,71450,90408,VT-32-8999,VT-32-0967,VTWIN,VTWIN
370492,30098,70272,06160205,VT-32-0264,PU,VTWIN
NU3422,225,91491,DS289505,VT-34-0909,PU,VTWIN
202061M,31809,60558,VT-11-2332,09262288,VTWIN,PU
120203,14207,71836,VT-33-0616,09066318,VTWIN,PU
41216,71855,90084,VT-33-0656,VT-32-0053,VTWIN,VTWIN
71140,77265,84419,VT-13-9174,VT-40-7114,VTWIN,VTWIN
78480,62159,72243,VT-33-1558,VT-15-8480,VTWIN,VTWIN
ABIG7B2B,48004,72253,VT-33-1574,WPS-227-0031,VTWIN,WPS
161273,7390,72279,VT-33-1605,20100744,VTWIN,PU
78416,72299,85636,VT-33-1632,VT-15-8416,VTWIN,VTWIN
78413,72301,85635,VT-33-1634,VT-15-8413,VTWIN,VTWIN
78533,72313,85677,VT-33-1649,VT-15-8533,VTWIN,VTWIN
78534,72314,85678,VT-33-1650,VT-15-8534,VTWIN,VTWIN
77415,61996,89364,VT-15-7415,VT-28-0761,VTWIN,VTWIN
70117,72623,91294,VT-33-2271,VT-33-1961,VTWIN,VTWIN
170023A,694,63524,VT-18-3236,11312180,VTWIN,PU
202033,37355,60026,VT-11-0961,WPS-191-57020,VTWIN,WPS
96829,66630,75530,VT-25-0470,VT-37-6829,VTWIN,VTWIN
NHCXDB12,8514,71138,VT-32-6662,21200227,VTWIN,PU
78119,59643,96660,VT-10-8213,VT-10-8168,VTWIN,VTWIN
C770071,28944,58406,WPS-820-2618,15100092,WPS,PU
826H.HS,4072,65654,VT-23-4561,17211772,VTWIN,PU
77710,73257,83568,VT-34-1081,VT-15-7710,VTWIN,VTWIN
351,66984,90630,VT-25-2204,VT-32-3510,VTWIN,VTWIN
351,21892,66984,VT-25-2204,17420106,VTWIN,PU
351,21892,90630,VT-32-3510,17420106,VTWIN,PU
352,29293,66985,VT-25-2205,17420107,VTWIN,PU
47123,6233,67225,VT-26-0786,17411676,VTWIN,PU
62336,67159,67247,VT-26-0886,VT-26-0377,VTWIN,VTWIN
77399,61983,73349,VT-34-1333,VT-15-7399,VTWIN,VTWIN
70053A,67712,67725,VT-27-0950,VT-27-0917,VTWIN,VTWIN
9953,623,69007,VT-30-1281,10220124,VTWIN,PU
9952,3450,69008,VT-30-1282,10220123,VTWIN,PU
0861478/54,22165,69045,VT-30-1417,18610914,VTWIN,PU
78474,62153,73991,VT-35-0253,VT-15-8474,VTWIN,VTWIN
8115,69358,72788,VT-30-8115,VT-33-8115,VTWIN,VTWIN
77424,62004,74090,VT-35-0447,VT-15-7424,VTWIN,VTWIN
22732,39461,58562,WPS-59-9179,WPS-865-01041,WPS,WPS
JGI1736207,9019,85475,VT-15-1447,09342098,VTWIN,PU
VT2712,12668,61087,VT-11-9921,09030790,VTWIN,PU
030091,58418,93539,WPS-820-2655,VT-40-0361,WPS,VTWIN
71139,77264,88126,VT-40-7113,VT-24-0120,VTWIN,VTWIN
78470,62149,76180,VT-15-8470,VT-38-0881,VTWIN,VTWIN
63400,78709,94963,VT-46-0255,VT-49-0805,VTWIN,VTWIN
471066,587,74634,VT-35-4766,10090221,VTWIN,PU
471072,55784,74635,VT-35-4772,WPS-24-71072,VTWIN,WPS
471072,12999,74635,VT-35-4772,10090218,VTWIN,PU
6311AH,35003,74685,VT-35-9089,07050552,VTWIN,PU
68168,41876,79135,VT-48-0263,WPS-820-51309,VTWIN,WPS
000815,39294,79194,VT-48-0490,WPS-57-98021,VTWIN,WPS
86163,72762,79299,VT-48-1101,VT-33-6163,VTWIN,VTWIN
03010710,41604,75550,VT-37-7966,WPS-820-1178C,VTWIN,WPS
352066,13665,75842,VT-37-9547,24040985,VTWIN,PU
C9692,19544,61665,VT-15-0479,09341355,VTWIN,PU
70231,70226,75897,VT-38-0100,VT-32-0097,VTWIN,VTWIN
74489,80665,95917,VT-50-0929,VT-54-0153,VTWIN,VTWIN
78353,76015,85588,VT-38-0506,VT-15-8353,VTWIN,VTWIN
10518,44261,95667,WPS-38-1019,VT-50-2000,WPS,VTWIN
78575,62179,76067,VT-38-0620,VT-15-8575,VTWIN,VTWIN
78401,76087,85624,VT-38-0651,VT-15-8401,VTWIN,VTWIN
77402,61985,76213,VT-38-0943,VT-15-7402,VTWIN,VTWIN
78396,62142,76221,VT-38-0967,VT-15-8396,VTWIN,VTWIN
90105,2217,76464,VT-39-0067,24010501,VTWIN,PU
9724,62781,62783,VT-16-9726,VT-16-9724,VTWIN,VTWIN
208800,2026,86430,VT-17-8503,11060057,VTWIN,PU
40354,4408,82611,VT-73-354,20101498,VTWIN,PU
41582,6788,82645,VT-7412-24,11321013,VTWIN,PU
1013030005,2117,92195,DS223872,VT-36-2490,PU,VTWIN
T216924WB,7354,76621,VT-39-0496,22100545,VTWIN,PU
71485,76747,76767,VT-39-0985,VT-39-0932,VTWIN,VTWIN
2021255,31785,45388,WPS-191-27051,09500888,WPS,PU
2021260,15249,45389,WPS-191-27052,09500889,WPS,PU
87623,3146,45416,WPS-820-51404,09251162,WPS,PU
63867,76831,76833,VT-40-0036,VT-40-0034,VTWIN,VTWIN
50225,66941,76868,VT-40-0106,VT-25-2021,VTWIN,VTWIN
50167Z,76875,77187,VT-40-0164,VT-40-1291,VTWIN,VTWIN
140002,18569,76877,VT-40-0172,07120379,VTWIN,PU
78101,76902,76904,VT-40-0241,VT-40-0243,VTWIN,VTWIN
060163,58244,63639,WPS-70-6163,VT-19-0004,WPS,VTWIN
50189Z,76924,93696,VT-40-0286,VT-40-9983,VTWIN,VTWIN
120092,20062,71631,VT-33-0105,10120005,VTWIN,PU
302843,51193,94122,WPS-820-70211,VT-43-0797,WPS,VTWIN
C770075,41742,80689,WPS-820-2622,VT-50-1130,WPS,VTWIN
7077,41021,65521,WPS-811-07077,VT-23-1736,WPS,VTWIN
306,13770,94096,17420048,VT-43-0360,PU,VTWIN
NWR810020,23363,54011,WPS-850-09221,21201325,WPS,PU
50226A,77194,77269,VT-40-1418,VT-40-9090,VTWIN,VTWIN
71305,12621,77484,VT-42-0290,10102887,VTWIN,PU
342510,21438,33455,17103957,06510555,PU,PU
78427,77619,85643,VT-42-0788,VT-15-8427,VTWIN,VTWIN
9084,77699,84201,VT-42-1091,VT-12-4576,VTWIN,VTWIN
9963,77708,92547,VT-42-1100,VT-37-0520,VTWIN,VTWIN
9087,77721,77722,VT-42-1125,VT-42-1126,VTWIN,VTWIN
210241,43428,64418,VT-21-0253,WPS-820-50804,VTWIN,WPS
71033P,77791,77864,VT-42-1284,VT-42-1824,VTWIN,VTWIN
